"hgnc_symbol"	"mim_morbid_accession"
"SMOC1"	206920
"SLC24A1"	613830
"SLC29A1"	NA
"SLC24A2"	NA
"SLC19A3"	607483
"SLTM"	NA
"SLN"	NA
"SLC16A12"	612018
"SLC35F6"	NA
"SLC35F2"	NA
"SLC27A5"	NA
"SLC22A12"	220150
"SNAI2"	608890
"SNAI2"	172800
"SLC16A6"	NA
"SLC8A3"	NA
"SLC6A14"	300306
"SLC29A2"	NA
"SLC28A3"	NA
"SMG9"	616920
"SMARCE1"	616938
"SMARCE1"	607174
"SLC18A1"	NA
"SLC4A3"	NA
"SLC6A19"	242600
"SLC6A19"	234500
"SLC6A19"	138500
"SLC17A6"	NA
"SKAP1"	NA
"SMARCA2"	601358
"SLC39A13"	612350
"SLC27A2"	NA
"SLC22A1"	NA
"SLC52A3"	211530
"SLC52A3"	211500
"SMIM23"	NA
"SLC12A1"	601678
"SMARCC1"	NA
"SLC24A5"	113750
"SLC25A46"	616505
"SMAD4"	260350
"SMAD4"	175050
"SMAD4"	174900
"SMAD4"	139210
"SLC44A2"	NA
"SLC13A1"	NA
"SLC38A5"	NA
"SLC25A47"	NA
"SMIM3"	NA
"SLC38A11"	NA
"SMIM2"	NA
"SLC39A3"	NA
"SKI"	182212
"SLC6A18"	NA
"SLC2A6"	NA
"SMCHD1"	603457
"SMCHD1"	158901
"SLC25A21"	NA
"SLCO2B1"	NA
"SLC6A6"	NA
"SLC25A15"	238970
"SLC25A13"	605814
"SLC25A13"	603471
"SMIM14"	NA
"SLC7A4"	NA
"SLC25A38"	205950
"SMARCB1"	614608
"SMARCB1"	609322
"SMARCB1"	162091
"SLC9B1"	NA
"SLC27A4"	608649
"SLC35B2"	NA
"SLC22A13"	NA
"SIRT5"	NA
"SKA3"	NA
"SLC9B2"	NA
"SLURP1"	248300
"SLC4A5"	NA
"SLC2A14"	NA
"SLC17A9"	616063
"SLIT2"	NA
"SLC12A6"	218000
"SMAP1"	NA
"SMN2"	271150
"SMN2"	253550
"SMN2"	253400
"SMN2"	253300
"SLCO1C1"	NA
"SMOX"	NA
"SLC27A3"	NA
"SLC2A11"	NA
"SLCO1B7"	NA
"SLC9A3R1"	612287
"SLCO1B3"	237450
"SLCO1B1"	237450
"SLC6A20"	242600
"SLC6A20"	138500
"SLC22A23"	NA
"SLC26A11"	NA
"SLC30A9"	617595
"SLC39A10"	NA
"SMN1"	271150
"SMN1"	253550
"SMN1"	253400
"SMN1"	253300
"SLC22A16"	NA
"SMIM21"	NA
"SLC16A2"	300523
"SIRPB2"	NA
"SLC1A5"	NA
"SKA1"	NA
"SMC6"	NA
"SLC9A8"	NA
"SLC13A3"	NA
"SLC7A8"	NA
"SLC25A43"	NA
"SLC25A5"	NA
"SLC31A2"	NA
"SLC23A2"	NA
"SLC25A34"	NA
"SIRPD"	NA
"SLC4A4"	604278
"SLC40A1"	606069
"SLC39A4"	201100
"SLC25A48"	NA
"SLC26A4"	600791
"SLC26A4"	274600
"SLC35G3"	NA
"SLIT1"	NA
"SLFN5"	NA
"SLAMF8"	NA
"SLIT1-AS1"	NA
"SNAI1"	NA
"SMARCAD1"	136000
"SMARCAD1"	129200
"SLC37A1"	NA
"SLC30A7"	NA
"SLC12A4"	NA
"SMC3"	610759
"SLC31A1"	NA
"SLC2A12"	NA
"SLC26A6"	NA
"SLC38A9"	NA
"SLC3A1"	220100
"SLU7"	NA
"SIRT7"	NA
"SLC1A4"	616657
"SMTNL2"	NA
"SLC7A6OS"	NA
"SLC7A6"	NA
"SMG1"	NA
"SLC30A3"	NA
"SLC18A3"	617239
"SLC30A1"	NA
"SLAMF6"	NA
"SLC36A3"	NA
"SMARCD2"	617475
"SLAMF1"	NA
"SLAMF7"	NA
"SMURF2"	NA
"SMAD9"	615342
"SLC35D2"	NA
"SLC7A13"	NA
"SLC4A1"	612653
"SLC4A1"	611590
"SLC4A1"	611162
"SLC4A1"	601551
"SLC4A1"	601550
"SLC4A1"	185020
"SLC4A1"	179800
"SLC4A1"	166900
"SLC4A1"	112050
"SLC4A1"	112010
"SLC4A1"	110500
"SLC36A2"	242600
"SLC36A2"	138500
"SMG6"	NA
"SMG7"	NA
"SLFN12"	NA
"SLC10A3"	NA
"SLC2A10"	208050
"SLC4A9"	NA
"SLC39A8"	616721
"SLC16A11"	NA
"SLK"	NA
"SLC24A3"	NA
"SMOC2"	125400
"SMPD1"	607616
"SMPD1"	257200
"SMYD2"	NA
"SLC26A3"	214700
"SLC22A5"	212140
"SLC36A1"	NA
"SLC25A23"	NA
"SLC22A17"	NA
"SLC22A4"	180300
"SLC39A6"	NA
"SLC12A5"	616685
"SLC12A5"	616645
"SMC5"	NA
"SMPD3"	NA
"SMC1A"	300590
"SMARCC2"	NA
"SLC17A7"	NA
"SLC24A4"	615887
"SLC24A4"	210750
"SLC5A10"	NA
"SLC25A27"	NA
"SMARCA1"	NA
"SLFN12L"	NA
"SLC25A39"	NA
"SLF1"	NA
"SLC8A2"	NA
"SLC7A11"	NA
"SLC27A1"	NA
"SLC9C1"	NA
"SLITRK3"	NA
"SLC6A4"	607834
"SLC6A4"	164230
"SLC22A2"	NA
"SLC35A1"	603585
"SLX1B"	NA
"SMPDL3A"	NA
"SMIM12"	NA
"SMAD5"	NA
"SLC16A3"	NA
"SLC8A1"	NA
"SLF2"	NA
"SKA2"	NA
"SLC4A1AP"	NA
"SLC26A1"	167030
"SLX4"	613951
"SLX4"	189960
"SLC22A3"	NA
"SIX3"	269160
"SIX3"	157170
"SLC6A12"	NA
"SLA2"	NA
"SLC19A2"	249270
"SLC35D1"	269250
"SLC4A2"	NA
"SLC35B1"	NA
"SMYD3"	NA
"SLC13A4"	NA
"SLC52A1"	615026
"SLC25A2"	NA
"SLC10A6"	NA
"SLC30A5"	NA
"SIX2"	NA
"SLIRP"	NA
"SLC6A13"	NA
"SMNDC1"	NA
"SLC5A5"	274400
"SNAP47"	NA
"SNAP23"	NA
"SLC39A5"	615946
"SLC9C2"	NA
"SLC30A6"	NA
"SLPI"	NA
"SLC9A7"	NA
"SLC45A1"	617532
"SLC30A2"	608118
"SLC6A9"	617301
"SLC4A7"	NA
"SLC35C2"	NA
"SMARCD3"	NA
"SKOR2"	NA
"SLC35D3"	NA
"SLC2A3"	NA
"SLC9A4"	NA
"SLC9A2"	NA
"SMARCA5"	NA
"SMTN"	NA
"SLC35C1"	266265
"SLC15A2"	NA
"SLC28A1"	NA
"SKIL"	NA
"SLC7A14"	615725
"SMC1B"	NA
"SMAP2"	NA
"SMCO3"	NA
"SLC2A2"	227810
"SLC2A2"	125853
"SMUG1"	NA
"SMAD6"	617439
"SMAD6"	614823
"SLC26A2"	600972
"SLC26A2"	256050
"SLC26A2"	226900
"SLC26A2"	222600
"SLC34A3"	241530
"SLC7A2"	NA
"SMARCD1"	NA
"SMAD3"	613795
"SLC5A1"	606824
"SMAD2"	NA
"SLC45A3"	NA
"SLC41A1"	NA
"SLC28A2"	NA
"SLC26A9"	NA
"SLC2A7"	NA
"SLC34A1"	616963
"SLC34A1"	613388
"SLC34A1"	612286
"SLC10A2"	613291
"SLC16A5"	NA
"SLC44A5"	NA
"SLC17A8"	605583
"SLC41A3"	NA
"SLC5A4"	NA
"SLC16A7"	NA
"SLC39A14"	617013
"SMAGP"	NA
"SLC30A8"	125853
"SLC46A3"	NA
"SLC2A5"	NA
"SLC25A11"	NA
"SLC38A1"	NA
"SLC35G2"	NA
"SLC25A19"	613710
"SLC25A19"	607196
"SLC51A"	NA
"SLC29A3"	602782
"SLC15A4"	NA
"SMCO1"	NA
"SLC6A7"	NA
"SLC25A14"	NA
"SLC5A7"	617143
"SLC5A7"	158580
"SLC9A9"	613410
"SLCO2A1"	614441
"SLC7A1"	NA
"SLC33A1"	614482
"SLC33A1"	612539
"SMAD1"	NA
"SMG8"	NA
"SIRT2"	NA
"SLC38A2"	NA
"SLC25A33"	NA
"SLC4A8"	NA
"SLFNL1"	NA
"SLC37A4"	232240
"SLC37A4"	232220
"SNAP25"	616330
"SLC16A1"	616095
"SLC16A1"	610021
"SLC16A1"	245340
"SLC25A17"	NA
"SLC35B4"	NA
"SLC16A4"	NA
"SMPDL3B"	NA
"SLC12A2"	NA
"SLC38A4"	NA
"SMIM9"	NA
"SLC8B1"	NA
"SLC52A2"	614707
"SLC29A4"	NA
"SLC19A1"	NA
"SMAD7"	612229
"SLAIN1"	NA
"SMO"	605462
"SMO"	601707
"SLC38A3"	NA
"SLC6A15"	NA
"SKAP2"	NA
"SIVA1"	NA
"SLX4IP"	NA
"SLC48A1"	NA
"SIX5"	610896
"SMPD2"	NA
"SMIM22"	NA
"SLC2A1"	608885
"SLC25A51"	NA
"SLC4A10"	NA
"SLC1A7"	NA
"SLC38A7"	NA
"SLC25A36"	NA
"SLC5A9"	NA
"SLMAP"	NA
"SLAIN2"	NA
"SLC22A15"	NA
"SLC37A3"	NA
"SLC11A2"	206100
"SLC25A3"	610773
"SLC2A4"	NA
"SMCP"	NA
"SLC25A31"	NA
"SLC25A4"	617184
"SLC25A4"	615418
"SLC25A4"	609283
"SLC39A1"	NA
"SLC12A8"	NA
"SLC25A10"	NA
"SLC2A9"	612076
"SLC44A3"	NA
"SLC50A1"	NA
"SLC9A1"	616291
"SIRT4"	NA
"SNAP29"	609528
"SLC41A2"	NA
"SLC35A3"	615553
"SMARCAL1"	NA
"SMC4"	NA
"SMG5"	NA
"SRMS"	NA
"SPR"	612716
"SOS2"	616559
"SPRED1"	611431
"SSR1"	NA
"SOX18"	607823
"SOX18"	137940
"SS18L1"	NA
"STAR"	201710
"SPACA7"	NA
"STATH"	NA
"SNX32"	NA
"SPDYA"	NA
"SPPL2C"	NA
"SPG21"	248900
"SNTA1"	612955
"SPC25"	NA
"ST8SIA6"	NA
""	612634
"SRF"	NA
"SPINK1"	608189
"SPINK1"	167800
"SOD2"	612634
"SPOCK1"	NA
"SNRPG"	NA
"SOST"	269500
"SOST"	239100
"SOST"	122860
"STARD7"	NA
"SRD5A1"	NA
"SPX"	NA
"SSPN"	NA
"SRRM3"	NA
"SRPX"	NA
"SRGAP3"	NA
"SRCAP"	136140
"SPINT3"	NA
"STAM"	NA
"SPDYE1"	NA
"SPEG"	615959
"STAT1"	614892
"STAT1"	614162
"STAT1"	613796
"SPINK5"	256500
"SPINK5"	147050
"SPHK2"	NA
"STC1"	NA
"SPATA6L"	NA
"SOGA1"	NA
"SSC4D"	NA
"SNRNP200"	610359
"SPOPL"	NA
"SSSCA1"	NA
"SP5"	NA
"SPPL2A"	NA
"SPINT4"	NA
"SRSF1"	NA
"SOX10"	613266
"SOX10"	611584
"SOX10"	609136
"SPAG11B"	NA
"SPATA33"	NA
"ST8SIA4"	NA
"STIP1"	NA
"SPACA6"	NA
"SNRNP48"	NA
"SPINK14"	NA
"SPINK6"	NA
"SOX3"	312000
"SOX3"	300123
"SNRNP70"	NA
"SPINK7"	NA
"SPINK9"	NA
"SRSF8"	NA
"SNCB"	127750
"SPRY2"	616818
"SPO11"	NA
"SPANXC"	NA
"SPANXA2"	NA
"SPANXA1"	NA
"STARD10"	NA
"SOX30"	NA
"SPATA31A1"	NA
"SNRNP27"	NA
"SNTG2"	NA
"SNRNP25"	NA
"SPANXD"	NA
"SNRPA"	NA
"ST6GALNAC6"	NA
"SPIN2B"	NA
"SSRP1"	NA
"SPAG16"	NA
"SPATC1L"	NA
"SNAPC1"	NA
"SPANXN4"	NA
"SSFA2"	NA
"SPANXN3"	NA
"SPDYE16"	NA
"ST8SIA1"	NA
"SOCS1"	NA
"SOWAHC"	NA
"SPANXN2"	NA
"SNHG11"	NA
"SPRYD7"	NA
"STIM1"	612783
"STIM1"	160565
"SPAG6"	NA
"SPANXN1"	NA
"SPDYE17"	NA
"SPIN2A"	NA
"SPTSSA"	NA
"SPDYE18"	NA
"SPSB2"	NA
"SRP14"	NA
"SOGA3"	NA
"SRPK1"	NA
"SPIDR"	NA
"SOCS6"	NA
"SP8"	NA
"SPSB3"	NA
"STAT4"	612253
"SPATA13"	NA
"SSBP1"	NA
"SOX8"	NA
"SSR4"	300934
"SSTR5"	NA
"SRPRA"	NA
"SNX21"	NA
"SP4"	NA
"SPAG5"	NA
"SPIN4"	NA
"SPRY4"	615266
"SPRY4"	146110
"SNX6"	NA
"SNX1"	NA
"SPATC1"	NA
"SRSF5"	NA
"SPAG4"	NA
"SRP19"	NA
"SPATA22"	NA
"SNX18"	NA
"SPACA9"	NA
"SPAG8"	NA
"ST6GALNAC4"	NA
"SPATA25"	NA
"SOX17"	613674
"SNX22"	NA
"STC2"	NA
"STARD8"	NA
"SOX4"	NA
"SNTB2"	NA
"SPATA32"	NA
"SS18"	NA
"SPTBN1"	NA
"STAG3L1"	NA
"SOX5"	616803
"SOX21"	NA
"SPATA24"	NA
"SPACA5"	NA
"STAMBP"	614261
"SNX12"	NA
"SNX11"	NA
"SPPL2B"	NA
"STEAP4"	NA
"SRI"	NA
"SOX9"	616425
"SOX9"	114290
"SNCG"	NA
"SPACA5B"	NA
"SPDL1"	NA
"STAU1"	NA
"SRPK3"	NA
"SRC"	616937
"SRC"	114500
"SPHKAP"	NA
"SSX5"	NA
"SSX1"	300813
"SPDYE5"	NA
"SSBP4"	NA
"SOCS4"	NA
"SPI1"	NA
"SNTG1"	NA
"SNRPD1"	NA
"SPATA31D1"	NA
"SPATA31A5"	NA
"SOWAHA"	NA
"SRXN1"	NA
"SPINT1"	NA
"SSTR2"	NA
"SPATA31A7"	NA
"SRSF7"	NA
"SSX3"	NA
"SPC24"	NA
"SPNS3"	NA
"SPIRE2"	NA
"SRGN"	NA
"SSX4"	NA
"SORCS3"	NA
"SNTB1"	NA
"SNRPB"	117650
"SSX4B"	NA
"STEAP1"	NA
"SRD5A2"	264600
"STEAP2"	NA
"SPCS2"	NA
"SNAP91"	NA
"SPIB"	NA
"SRSF6"	NA
"SNRPB2"	NA
"SNRK"	NA
"STAT6"	NA
"SRRD"	NA
"STIM2"	NA
"ST18"	NA
"SOX15"	NA
"SPOCK2"	NA
"SORCS1"	NA
"SPTAN1"	613477
"STK10"	NA
"SREBF1"	NA
"SPRED3"	NA
"SOX12"	NA
"SPICE1"	NA
"SSH3"	NA
"SPATS1"	NA
"SRSF10"	NA
"SPTBN5"	NA
"SPACA3"	NA
"ST3GAL4"	NA
"SNF8"	NA
"SPAM1"	NA
"SP140"	NA
"SP110"	607948
"SP110"	235550
"SPDYE11"	NA
"SRM"	NA
"SOHLH2"	NA
"ST14"	NA
"SPON1"	NA
"SPHK1"	NA
"SPATA31A3"	NA
"SNAPC5"	NA
"ST3GAL5"	609056
"SPDEF"	NA
"SRP54"	NA
"SSPO"	NA
"SNX5"	NA
"SPEM1"	NA
"ST20-MTHFS"	NA
"ST20"	NA
"SP140L"	NA
"SSTR1"	NA
"SNRPA1"	NA
"SOS1"	610733
"SOS1"	135300
"SPATA18"	NA
"STAP1"	NA
"SNX30"	NA
"SPATA31A6"	NA
"SRY"	400045
"SRY"	400044
"SNAPC2"	NA
"SREK1IP1"	NA
"SPTLC1"	162400
"SPNS2"	NA
"SOCS7"	NA
"SSC5D"	NA
"SNRPC"	NA
"STAU2"	NA
"STAT2"	616636
"SPTA1"	270970
"SPTA1"	266140
"SPTA1"	130600
"SPATA2"	NA
"SOCS3"	NA
"SOAT1"	NA
"SNAPC3"	NA
"STAMBPL1"	NA
"SSBP2"	NA
"SPRYD3"	NA
"SPERT"	NA
"STAP2"	NA
"SRRM1"	NA
"SRSF3"	NA
"SPOCD1"	NA
"STAC2"	NA
"SPCS1"	NA
"SNX15"	NA
"STAC3"	255995
"SPOUT1"	NA
"STARD3NL"	NA
"STAB1"	NA
"SRRM2"	NA
"SRR"	NA
"SORD"	NA
"SPDYC"	NA
"SRL"	NA
"SRCIN1"	NA
"SPAG7"	NA
"SPATS2L"	NA
"ST8SIA5"	NA
"SNED1"	NA
"SOD1"	105400
"SSTR3"	NA
"SPEN"	NA
"SPRED2"	NA
"SPAG1"	615505
"SPATA17"	NA
"SPATA8"	NA
"SPATS2"	NA
"SPAST"	182601
"SNUPN"	NA
"SRPX2"	300643
"SPECC1L-ADORA2A"	NA
"SRA1"	146110
"SPECC1L"	600251
"SPECC1L"	145410
"SOBP"	613671
"ST8SIA3"	NA
"SPARC"	616507
"SPTB"	617948
"SPTB"	616649
"SPTSSB"	NA
"SRFBP1"	NA
"SNX9"	NA
"SPOP"	NA
"SP6"	NA
"SOX7"	NA
"SSU72"	NA
"ST6GALNAC2"	NA
"SNX33"	NA
"ST6GAL1"	NA
"SNCAIP"	168600
"SNRPD3"	NA
"ST6GALNAC1"	NA
"SP3"	NA
"ST3GAL1"	NA
"SRP9"	NA
"SREK1"	NA
"SST"	NA
"STAG2"	NA
"SNRPN"	209850
"SNRPN"	176270
"ST5"	NA
"SNURF"	NA
"SSH1"	NA
"SND1"	NA
"SNX8"	NA
"SRP68"	NA
"SNIP1"	614501
"SNX31"	NA
"ST3GAL2"	NA
"SNW1"	NA
"SOAT2"	NA
"SNORD3A"	NA
"SRBD1"	NA
"SNX20"	NA
"SPAG11A"	NA
"SPN"	NA
"STARD3"	NA
"SORL1"	104300
"ST6GAL2"	NA
"SRD5A3"	612713
"SRD5A3"	612379
"SSX2B"	NA
"SSX2"	300813
"SP100"	NA
"SSX7"	NA
"SSH2"	NA
"SRSF11"	NA
"STARD5"	NA
"SSNA1"	NA
"SORBS1"	NA
"SNX2"	NA
"SRSF2"	NA
"SPATA31E1"	NA
"SPDYE4"	NA
"SNX3"	NA
"SRP72"	614675
"SORT1"	613589
"SNRPE"	615059
"SOX13"	NA
"SRSF4"	NA
"SNX17"	NA
"SRPK2"	NA
"STAT5B"	245590
"STAC"	NA
"SPRTN"	616200
"SPANXN5"	NA
"SNX24"	NA
"SOX6"	NA
"SNX4"	NA
"SPARCL1"	NA
"SRRT"	NA
"SP2"	NA
"SOWAHB"	NA
"SOD3"	NA
"STAT5A"	NA
"SPTBN4"	617519
"SNX19"	NA
"SPG11"	616668
"SPG11"	604360
"SPG11"	602099
"SSX2IP"	NA
"SPIN1"	NA
"SPATA3"	NA
"ST8SIA2"	NA
"STAG1"	617635
"STARD9"	NA
"SPON2"	NA
"SRGAP2"	NA
"SOCS2"	NA
"SRGAP2B"	NA
"SOSTDC1"	NA
"SPATA5L1"	NA
"SPAG9"	NA
"SPA17"	NA
"SPATA12"	NA
"STAT3"	615952
"STAT3"	147060
"SPZ1"	NA
"SOX14"	NA
"SPINK2"	NA
"SRPRB"	NA
"SPIC"	NA
"SPACA1"	NA
"SNU13"	NA
"SPP2"	NA
"SPNS1"	NA
"SORBS3"	NA
"SPTLC2"	613640
"SPP1"	NA
"SPEF1"	NA
"SOX2"	206900
"SOX2"	189960
"SPSB1"	NA
"SPOCK3"	NA
"SNRNP35"	NA
"SSTR4"	NA
"SREBF2"	NA
"ST6GALNAC3"	NA
"ST6GALNAC5"	NA
"ST3GAL6"	NA
"SRSF12"	NA
"SPTBN2"	615386
"SPTBN2"	600224
"STARD13"	NA
"ST13"	NA
"STAM2"	NA
"SPATA19"	NA
"SSB"	NA
"SNRPF"	NA
"SPATA16"	102530
"SOCS5"	NA
"SNX10"	615085
"SP7"	613849
"SNRNP40"	NA
"SP1"	NA
"SPDYE6"	NA
"SNRPD2"	NA
"SQLE"	NA
"SPG7"	607259
"STEAP3"	615234
"SRGAP1"	188470
"STIL"	612703
"SNAPC4"	NA
"SPINT2"	270420
"SQSTM1"	617158
"SQSTM1"	617145
"SQSTM1"	616437
"SQSTM1"	602080
"SQSTM1"	167250
"STBD1"	NA
"SNCA"	605543
"SNCA"	168601
"SNCA"	127750
"SPDYE2B"	NA
"SPSB4"	NA
"SPDYE2"	NA
"SNX13"	NA
"SPATA6"	NA
"ST7"	NA
"SPATA5"	616577
"SPATA1"	NA
"SPRY1"	NA
"SNX27"	NA
"SPTLC3"	NA
"SON"	617140
"SPATA20"	NA
"SPATA7"	604232
"SPRR4"	NA
"SPRR1A"	NA
"SPRR3"	NA
"SPRR1B"	NA
"SPRR2D"	NA
"SPRR2A"	NA
"SPRR2B"	NA
"SPRR2E"	NA
"SPRR2F"	NA
"SPRR2G"	NA
"STAG3"	615723
"SNAPIN"	NA
"SRGAP2C"	NA
"SPESP1"	NA
"SSR3"	NA
"SSBP3"	NA
"STAG3L5P-PVRIG2P-PILRB"	NA
"SPDYE3"	NA
"SPATA4"	NA
"SPCS3"	NA
"SS18L2"	NA
"SRRM4"	NA
"ST3GAL3"	NA
"STAB2"	NA
"SORBS2"	NA
"SRSF9"	NA
"SNX7"	NA
"SSR2"	NA
"SNORA12"	NA
"SNORA74A"	NA
"TBC1D3B"	NA
"TBX6"	122600
"STRADB"	NA
"TAX1BP3"	NA
"TCF7L2"	125853
"TCEAL3"	NA
"TCEAL1"	NA
"SYNDIG1"	NA
"SVIP"	NA
"TBCC"	NA
"SYNE4"	615540
"STK19"	NA
"TBCD"	617193
"TASP1"	NA
"SYDE1"	NA
"STX18"	NA
"SYMPK"	NA
"TALDO1"	606003
"TBX22"	303400
"TBX22"	302905
"TAS2R1"	NA
"TACO1"	220110
"TCF20"	NA
"TCP1"	NA
"TCF7"	NA
"SULT2B1"	617571
"TATDN1P1"	NA
"STMN4"	NA
"SVIL"	NA
"TBC1D26"	NA
"SUGP1"	NA
"SUSD5"	NA
"TAS2R7"	NA
"TAS2R8"	NA
"TBC1D3G"	NA
"TBC1D3F"	NA
"TBC1D3H"	NA
"TBC1D3I"	NA
"TARM1"	NA
"TAS2R9"	NA
"SV2C"	NA
"TAS2R19"	NA
"TAS2R20"	NA
"TAS2R46"	NA
"SYTL5"	NA
"TAS2R50"	NA
"TAS2R43"	NA
"TAS2R14"	NA
"TAS2R10"	NA
"TAS2R30"	NA
"TAS2R13"	NA
"TAS2R31"	NA
"TADA3"	NA
"TC2N"	NA
"TAX1BP1"	NA
"TEAD3"	NA
"STRADA"	611087
"TBC1D20"	615663
"STK11"	273300
"STK11"	260350
"STK11"	175200
"TBC1D1"	NA
"TDRP"	NA
"SUCLA2"	612073
"TCEA2"	NA
"STXBP4"	NA
"SUPT5H"	NA
"TCF19"	NA
"TAF3"	NA
"TACC3"	NA
"SULT6B1"	NA
"TAF9B"	NA
"SYCP2L"	NA
"SVEP1"	NA
"TCEA1"	NA
"TAF8"	NA
"TCEAL2"	NA
"TAF1B"	NA
"STMN3"	NA
"TEKT4P2"	NA
"TCEAL6"	NA
"STK32C"	NA
"TBC1D10A"	NA
"TBC1D2"	NA
"SYNGR3"	NA
"TBL3"	NA
"TAS2R42"	NA
"TBCB"	NA
"TBC1D8B"	NA
"TCP11X2"	NA
"SYT4"	NA
"STRAP"	NA
"TAF1D"	NA
"TAF1L"	NA
"TCERG1"	NA
"SULT1A3"	NA
"TAF1C"	NA
"TCTE3"	NA
"STOX1"	609404
"STK17B"	NA
"TECR"	614020
"TAP2"	604571
"SUPT4H1"	NA
"SYCE2"	NA
"TCF23"	NA
"STK16"	NA
"SUGP2"	NA
"SUSD3"	NA
"SYN1"	300491
"STK24"	NA
"TAP1"	604571
"SYT7"	NA
"SWAP70"	NA
"SUB1"	NA
"SYT9"	NA
"STON1"	NA
"TCEANC"	NA
"TBX2"	NA
"STON1-GTF2A1L"	NA
"TAS1R2"	NA
"TDRD1"	NA
"SUSD6"	NA
"TDRD12"	NA
"SYBU"	NA
"TBXA2R"	614009
"TAMM41"	NA
"SYT16"	NA
"SWI5"	NA
"TANGO6"	NA
"SYT8"	NA
"STK11IP"	NA
"TEKT3"	NA
"TAL2"	613065
"STX7"	NA
"SYAP1"	NA
"TAAR9"	NA
"TAAR8"	NA
"TAAR6"	NA
"TAAR5"	NA
"TAAR2"	NA
"TAF2"	615599
"TAAR1"	NA
"TADA2A"	NA
"TERF2"	NA
"TBC1D10B"	NA
"STMN2"	NA
"TARS"	NA
"STOML3"	NA
"TEAD2"	NA
"SYT12"	NA
"STX11"	603552
"STK35"	NA
"SYNPO"	NA
"TBX20"	611363
"TCFL5"	NA
"SYNRG"	NA
"TBC1D7"	NA
"TAS1R1"	NA
"TEKT5"	NA
"TAF15"	612237
"SYNJ2BP"	NA
"TEKT1"	NA
"TAC3"	614839
"SUPT16H"	NA
"SUMO1P1"	NA
"TADA2B"	NA
"TBC1D14"	NA
"TAF4B"	615841
"TBC1D8"	NA
"TBX4"	147891
"TCP10L2"	NA
"STK26"	NA
"TAGLN"	NA
"SUV39H2"	NA
"TBC1D19"	NA
"TCP10"	NA
"TCF25"	NA
"SUFU"	617757
"SUFU"	607174
"SUFU"	155255
"SUFU"	109400
"TAS2R16"	103780
"SUPV3L1"	NA
"TCTA"	NA
"TBC1D16"	NA
"TAOK2"	NA
"TBC1D21"	NA
"STX10"	NA
"TERT"	615134
"TERT"	614742
"TERT"	613989
"TERT"	609135
"TERT"	178500
"TERT"	127550
"TAF5"	NA
"STOML1"	NA
"TECRL"	614021
"TBC1D31"	NA
"TDO2"	600627
"TCF3"	616941
"TEKT4"	NA
"SYNE2"	612999
"TARDBP"	612069
"SYNGR2"	NA
"TBC1D5"	NA
"TCN2"	275350
"STX1B"	616172
"STUB1"	615768
"TACC1"	NA
"TERF1"	NA
"SYK"	NA
"TDP2"	616949
"STT3A"	615596
"SYCP2"	NA
"TAC1"	NA
"SYT17"	NA
"TBPL2"	NA
"SYP"	300802
"STXBP5"	NA
"STX4"	NA
"TCF21"	NA
"STXBP2"	613101
"STS"	308100
"TAB3"	NA
"TBRG4"	NA
"TACR3"	614840
"TAPBP"	604571
"TCF12"	615314
"SUPT6H"	NA
"TAS1R3"	NA
"STK36"	NA
"STRN4"	NA
"TBC1D3K"	NA
"TBC1D3L"	NA
"TDRD3"	NA
"SUPT3H"	NA
"SYNC"	NA
"TACR2"	NA
"TBC1D3C"	NA
"TBC1D10C"	NA
"SUMO1"	613705
"STXBP1"	612164
"TBCA"	NA
"TBC1D3E"	NA
"TBC1D3"	NA
"SYTL2"	NA
"TAS2R39"	NA
"TAS2R40"	NA
"TAF4"	NA
"TERB2"	NA
"TAF11"	NA
"SULT1A2"	NA
"TBL1X"	NA
"TAGLN2"	NA
"TCEAL8"	NA
"TBPL1"	NA
"STX6"	NA
"TCEAL5"	NA
"SYVN1"	NA
"STK31"	NA
"STRBP"	NA
"TBKBP1"	NA
"TEAD1"	108985
"STK38"	NA
"TBP"	607136
"TBP"	168600
"TCEAL7"	NA
"SUMO4"	600320
"TBX21"	208550
"TAB2"	614980
"SYT3"	NA
"STX17"	NA
"TAF6L"	NA
"TCEAL9"	NA
"SUZ12"	NA
"SUSD2"	NA
"TEKT2"	NA
"SUPT20H"	NA
"SULT4A1"	NA
"SYF2"	NA
"TARSL2"	NA
"TEK"	617272
"TEK"	600975
"TEK"	600195
"TCP11"	NA
"TCEAL4"	NA
"SULT1A1"	NA
"TAS2R60"	NA
"TAS2R41"	NA
"SWT1"	NA
"SYNGR1"	NA
"TAZ"	302060
"TDGF1"	NA
"TCF4"	613267
"TCF4"	610954
"TELO2"	616954
"SWSAP1"	NA
"TBC1D22B"	NA
"TBC1D25"	NA
"STK33"	NA
"STRA6"	601186
"TAB1"	NA
"SYTL4"	NA
"TBCCD1"	NA
"TBC1D28"	NA
"SUN2"	NA
"TCAF1"	NA
"TDP1"	607250
"SYNM"	NA
"TDRD6"	NA
"TBL1Y"	NA
"TAF1A"	NA
"STK39"	NA
"SYNGAP1"	612621
"TEN1-CDK3"	NA
"SYCE1"	616950
"SYCE1"	616947
"STK40"	NA
"TBL2"	NA
"TAPBPL"	NA
"TAF9"	NA
"TCF7L1"	NA
"SUGT1"	NA
"TACR1"	NA
"TBCK"	616900
"TECTA"	603629
"TECTA"	601543
"SYT15"	NA
"TADA1"	NA
"TBCEL"	NA
"SULT1A4"	NA
